city,location,area,no._of_bedrooms,price
hyderabad,Hitech City,2015,3.0,150.0
hyderabad,Narsingi,1700,3.0,120.0
hyderabad,Sanath Nagar,1265,2.0,93.0
hyderabad,Manikonda,4650,4.0,450.0
hyderabad,Gachibowli,1742,3.0,137.0
hyderabad,Beeramguda,1110,2.0,37.0
hyderabad,Beeramguda,1110,2.0,43.0
hyderabad,Ramachandra Puram,1050,2.0,48.0
hyderabad,Ramachandra Puram,1050,2.0,48.5
hyderabad,Vanasthalipuram,1505,3.0,84.26
hyderabad,Mansoorabad,1640,3.0,80.0
hyderabad,Serilingampally,1650,3.0,82.0
hyderabad,Kukatpally,1216,2.0,82.0
hyderabad,Tellapur,2026,3.0,115.0
hyderabad,ECIL,1585,3.0,63.4
hyderabad,Hitech City,2015,3.0,150.0
hyderabad,Hitech City,2500,3.0,190.0
hyderabad,Bandlaguda Jagir,2771,4.0,130.0
hyderabad,Sanath Nagar,1895,3.0,169.0
hyderabad,Sanath Nagar,1500,3.0,149.0
hyderabad,Madhapur,2595,4.0,269.0
hyderabad,Kondapur,2250,3.0,230.0
hyderabad,Nanakramguda,2060,3.0,144.0
hyderabad,Kondapur,1880,3.0,176.0
hyderabad,Gajularamaram,1620,3.0,95.0
hyderabad,Gajularamaram,1620,3.0,94.99
hyderabad,Kondapur,2250,3.0,230.0
hyderabad,Nanakramguda,2060,3.0,144.0
hyderabad,Kokapet,1390,3.0,97.28
hyderabad,Bandlaguda Jagir,1255,2.0,66.23
hyderabad,Bandlaguda Jagir,2285,3.0,123.0
hyderabad,Gachibowli,1993,3.0,176.0
hyderabad,Bandlaguda Jagir,2282,3.0,123.0
hyderabad,Narsingi,1384,3.0,92.54
hyderabad,Tellapur,1874,3.0,111.0
hyderabad,ECIL Cross Road,1165,2.0,46.6
hyderabad,Manikonda,2000,3.0,85.0
hyderabad,ECIL Cross Road,1820,3.0,72.8
hyderabad,Shaikpet,4160,4.0,350.0
hyderabad,Boduppal,1020,2.0,53.0
hyderabad,ECIL Main Road,1430,3.0,57.2
hyderabad,Kukatpally,1360,2.0,90.0
hyderabad,ECIL,1430,3.0,57.2
hyderabad,Hitech City,3044,4.0,230.0
hyderabad,Hitech City,3101,4.0,230.0
hyderabad,Hitech City,3147,4.0,236.0
hyderabad,Hitech City,3090,4.0,230.0
hyderabad,Pragati Nagar,1139,2.0,38.0
hyderabad,LB Nagar,1560,3.0,88.0
hyderabad,Tellapur,1687,3.0,92.78
hyderabad,Padmarao Nagar,770,2.0,28.0
hyderabad,Manikonda,1257,2.0,68.0
hyderabad,Narsingi,2225,3.0,111.0
hyderabad,Narsingi,2170,3.0,108.0
hyderabad,Narsingi,1425,2.0,71.25
hyderabad,Narsingi,2025,3.0,101.0
hyderabad,Gandipet,1410,2.0,77.55
hyderabad,Gandipet,2160,3.0,118.0
hyderabad,Gandipet,1905,3.0,104.0
hyderabad,Gandipet,2665,3.0,146.0
hyderabad,Gandipet,2400,3.0,132.0
hyderabad,Gandipet,1395,2.0,76.72
hyderabad,Kokapet,1945,3.0,126.0
hyderabad,Kokapet,1945,3.0,126.0
hyderabad,Kokapet,1945,3.0,126.0
hyderabad,Kokapet,1680,3.0,109.0
hyderabad,Kokapet,1680,3.0,109.0
hyderabad,Kokapet,1270,2.0,82.55
hyderabad,Kokapet,1270,2.0,82.55
hyderabad,Kokapet,1270,2.0,82.55
hyderabad,Kokapet,1480,3.0,96.2
hyderabad,Sainikpuri,3000,4.0,99.0
hyderabad,Nizampet,1225,2.0,48.0
hyderabad,Tellapur,2026,3.0,112.0
hyderabad,Bandlaguda Jagir,1525,3.0,79.0
hyderabad,LB Nagar,1265,2.0,56.92
hyderabad,Kondapur,1640,3.0,105.0
hyderabad,Kukatpally,1360,2.0,89.0
hyderabad,LB Nagar,1560,3.0,86.0
hyderabad,Tellapur,2026,3.0,113.99999
hyderabad,Pragathi Nagar Kukatpally,1515,3.0,68.0
hyderabad,Pragathi Nagar Kukatpally,1515,3.0,68.0
hyderabad,Pragathi Nagar Kukatpally,1515,3.0,68.0
hyderabad,Pragathi Nagar Kukatpally,1515,3.0,68.0
hyderabad,ECIL,1820,3.0,72.8
hyderabad,Pragathi Nagar Kukatpally,1515,3.0,68.0
hyderabad,Tellapur,2026,3.0,112.0
hyderabad,Kukatpally,1366,2.0,90.0
hyderabad,Nizampet,1146,2.0,43.0
hyderabad,Kukatpally,1441,2.0,94.0
hyderabad,Kukatpally,1360,2.0,89.0
hyderabad,Hitech City,3090,4.0,230.0
hyderabad,BK Guda Internal Road,1000,2.0,28.5
hyderabad,Tellapur,2026,3.0,112.0
hyderabad,Tellapur,1880,3.0,105.0
hyderabad,ECIL,1820,3.0,72.8
hyderabad,muthangi,1125,2.0,36.0
hyderabad,Attapur,1950,3.0,83.83
hyderabad,Attapur,1951,3.0,83.87
hyderabad,Attapur,1951,3.0,83.87
hyderabad,Kukatpally,1441,2.0,94.0
hyderabad,Narsingi,1700,3.0,105.0
hyderabad,Narsingi,1700,3.0,105.0
hyderabad,Narsingi,1700,3.0,105.0
hyderabad,Narsingi,1700,3.0,105.0
hyderabad,Kukatpally,1279,2.0,84.0
hyderabad,Kondapur,1570,3.0,82.0
hyderabad,Pragati Nagar,1215,2.0,46.0
hyderabad,Pragathi Nagar,1050,2.0,43.0
hyderabad,Gachibowli,1260,3.0,88.0
hyderabad,Pragathi Nagar Kukatpally,1515,3.0,69.0
hyderabad,Yapral,1300,3.0,48.1
hyderabad,Narsingi,1700,3.0,105.0
hyderabad,Hitech City,3090,4.0,230.0
hyderabad,Kukatpally,1274,2.0,84.0
hyderabad,Kukatpally,1274,2.0,84.0
hyderabad,Kokapet,1400,3.0,79.8
hyderabad,Narayanguda,1621,3.0,65.0
hyderabad,Kokapet,1800,3.0,102.0
hyderabad,Nizampet,1200,2.0,48.0
hyderabad,Kollur,1400,3.0,40.99
hyderabad,Nizampet,1200,2.0,48.0
hyderabad,Bachupally Road,1155,2.0,41.58
hyderabad,Bachupally Road,1175,2.0,42.39
hyderabad,Pragathi Nagar,1128,3.0,45.0
hyderabad,Amberpet,1150,2.0,70.0
hyderabad,Tellapur,1880,3.0,102.0
hyderabad,Old Bowenpally,1350,3.0,40.0
hyderabad,Bachupally Road,1155,2.0,41.58
hyderabad,Bachupally Road,1155,2.0,41.58
hyderabad,Hitech City,3090,4.0,230.0
hyderabad,Hitech City,3090,4.0,230.0
hyderabad,Hitech City,3090,4.0,230.0
hyderabad,Serilingampally,1650,3.0,81.5
hyderabad,Serilingampally,1650,3.0,82.0
hyderabad,Serilingampally,1650,3.0,82.0
hyderabad,Serilingampally,1650,3.0,82.0
hyderabad,Serilingampally,1650,3.0,82.0
hyderabad,Serilingampally,1650,3.0,82.0
hyderabad,Serilingampally,1650,3.0,82.0
hyderabad,Moula Ali,1235,2.0,49.4
hyderabad,Pragathi Nagar Kukatpally,1515,3.0,68.0
hyderabad,Serilingampally,1650,3.0,81.5
hyderabad,Serilingampally,1650,3.0,81.5
hyderabad,Serilingampally,1650,3.0,82.0
hyderabad,Serilingampally,1650,3.0,82.0
hyderabad,Serilingampally,1650,3.0,82.0
hyderabad,Serilingampally,1650,3.0,82.0
hyderabad,Serilingampally,1650,3.0,82.0
hyderabad,Arvind Nagar Colony,960,3.0,35.0
hyderabad,Bachupally Road,1155,2.0,41.58
hyderabad,Serilingampally,1650,3.0,81.5
hyderabad,Serilingampally,1650,3.0,81.5
hyderabad,Serilingampally,1650,3.0,82.0
hyderabad,Bachupally Road,1175,2.0,42.39
hyderabad,Serilingampally,1650,3.0,82.0
hyderabad,Bachupally Road,1175,2.0,42.39
hyderabad,Kondapur,1370,2.0,70.0
hyderabad,Kukatpally,1216,2.0,80.0
hyderabad,Kukatpally,1366,2.0,90.0
hyderabad,Kukatpally,1216,2.0,80.0
hyderabad,Bachupally Road,1155,2.0,41.58
hyderabad,Tellapur,2026,3.0,112.99999
hyderabad,Kondapur,1570,3.0,80.0
hyderabad,Attapur,1950,3.0,83.83
hyderabad,Matrusri Nagar,1170,2.0,67.86
hyderabad,Pragathi Nagar Kukatpally,1515,3.0,60.0
hyderabad,Attapur,1471,2.0,63.23
hyderabad,Attapur,1470,2.0,63.19
hyderabad,Attapur,1470,2.0,63.19
hyderabad,Attapur,1955,3.0,84.04
hyderabad,Nizampet,1000,2.0,45.0
hyderabad,Pragathi Nagar Road,1515,3.0,60.0
hyderabad,Pragathi Nagar Road,1515,3.0,60.0
hyderabad,Kukatpally,1274,2.0,84.0
hyderabad,Madhapur,2865,4.0,400.0
hyderabad,Kukatpally,1090,2.0,73.17
hyderabad,Tellapur,2026,3.0,112.0
hyderabad,Pragathi Nagar Kukatpally,1515,3.0,60.0
hyderabad,Padma Colony,950,2.0,65.0
hyderabad,Pragathi Nagar Kukatpally,1515,3.0,60.0
hyderabad,Pragathi Nagar Kukatpally,1515,3.0,60.0
hyderabad,Nanakramguda,2220,3.0,155.0
hyderabad,Kokapet,1600,3.0,91.2
hyderabad,Nizampet,1201,2.0,48.04
hyderabad,Nizampet,1150,2.0,50.0
hyderabad,Bachupally Road,1155,2.0,41.58
hyderabad,Gajularamaram,1050,2.0,46.0
hyderabad,Gajularamaram,1555,3.0,66.0
hyderabad,Bachupally Road,1155,2.0,41.58
hyderabad,Hitech City,2380,3.0,210.0
hyderabad,Happy Homes Colony,1402,3.0,60.0
hyderabad,Pragathi Nagar Kukatpally,1515,3.0,60.0
hyderabad,Pragathi Nagar,1120,3.0,45.0
hyderabad,Kukatpally,1279,2.0,84.0
hyderabad,Kukatpally,1274,2.0,84.0
hyderabad,Bachupally Road,1155,2.0,41.58
hyderabad,Serilingampally,1650,3.0,80.0
hyderabad,Pragathi Nagar Kukatpally,1515,3.0,60.0
hyderabad,Serilingampally,1650,3.0,80.0
hyderabad,Tellapur,1687,3.0,94.47
hyderabad,Uppal,800,2.0,35.0
hyderabad,Pragathi Nagar Kukatpally,1515,3.0,60.0
hyderabad,Pragathi Nagar Kukatpally,1515,3.0,60.0
hyderabad,Pragathi Nagar Kukatpally,1515,3.0,60.0
hyderabad,Kukatpally,1441,2.0,95.0
hyderabad,Yapral,1100,2.0,40.7
hyderabad,Tellapur,2150,3.0,137.0
hyderabad,Pragathi Nagar Kukatpally,1515,3.0,60.0
hyderabad,Pragathi Nagar Kukatpally,1515,3.0,60.0
hyderabad,Pragathi Nagar Road,1515,3.0,60.0
hyderabad,Pragathi Nagar Kukatpally,1515,3.0,60.0
hyderabad,Bachupally Road,1155,2.0,41.58
hyderabad,Old Nallakunta,600,1.0,23.0
hyderabad,Serilingampally,1650,3.0,81.5
hyderabad,Kondapur,1880,3.0,160.0
hyderabad,Kukatpally,1360,2.0,89.0
hyderabad,Kukatpally,1216,2.0,80.0
hyderabad,Tellapur,1538,3.0,87.66
hyderabad,Miyapur,1920,3.0,107.0
hyderabad,Miyapur,1190,2.0,85.73
hyderabad,Serilingampally,2925,4.0,184.0
hyderabad,Serilingampally,1650,3.0,81.5
hyderabad,Kokapet,2150,3.0,124.0
hyderabad,Kukatpally,1695,3.0,112.0
hyderabad,Sangeet Nagar,2700,2.0,59.99
hyderabad,Karmanghat,1250,2.0,60.0
hyderabad,Miyapur,1003,2.0,35.1
hyderabad,Manikonda,5000,6.0,210.0
hyderabad,Methodist Colony,850,2.0,35.0
hyderabad,Ameerpet,1800,3.0,80.0
hyderabad,Moula Ali,1235,2.0,51.87
hyderabad,Pragathi Nagar Kukatpally,1515,2.0,60.0
hyderabad,BK Guda Internal Road,750,2.0,27.0
hyderabad,Bachupally Road,1155,2.0,41.58
hyderabad,West Marredpally,900,2.0,40.0
hyderabad,Banjara Hills,3300,4.0,350.0
hyderabad,Tellapur,1538,3.0,80.0
hyderabad,Kondapur,1195,2.0,68.0
hyderabad,Pragathi Nagar Kukatpally,1100,2.0,41.79999
hyderabad,Serilingampally,1650,3.0,82.0
hyderabad,Serilingampally,1650,3.0,82.0
hyderabad,Miyapur,1214,2.0,48.56
hyderabad,Bachupally Road,1175,2.0,42.3
hyderabad,Bachupally Road,1155,2.0,41.58
hyderabad,Bachupally Road,1175,2.0,42.36
hyderabad,Bachupally Road,1175,2.0,42.36
hyderabad,Bachupally Road,1175,2.0,42.36
hyderabad,Medchal,1050,2.0,37.0
hyderabad,LB Nagar,1300,3.0,56.0
hyderabad,Beeramguda,1500,3.0,37.5
hyderabad,LB Nagar,1130,2.0,47.0
hyderabad,Dammaiguda,1500,3.0,46.0
hyderabad,Jubilee Hills,3000,3.0,300.0
hyderabad,Serilingampally,1650,3.0,81.0
hyderabad,Hitech City,3498,4.0,290.0
hyderabad,Padmarao Nagar,1100,3.0,55.0
hyderabad,Bachupally,1200,2.0,46.8
hyderabad,Bachupally Road,1175,2.0,42.3
hyderabad,Pragathi Nagar Kukatpally,1100,2.0,42.0
hyderabad,Miyapur,1205,2.0,50.61
hyderabad,Nizampet,1180,2.0,46.0
hyderabad,Kukatpally,1591,3.0,109.0
hyderabad,Banjara Hills,1441,2.0,110.0
hyderabad,Gachibowli,1050,2.0,31.48
hyderabad,Gachibowli,1665,3.0,63.25
hyderabad,Gachibowli,1250,2.0,47.48
hyderabad,Bachupally Road,1175,2.0,42.3
hyderabad,Suchitra,1256,2.0,56.52
hyderabad,Bachupally,1200,2.0,46.8
hyderabad,Whitefields,4320,4.0,387.0
hyderabad,Kokapet,1735,3.0,100.0
hyderabad,Mayuri Nagar,1150,2.0,65.0
hyderabad,Sanath Nagar,1500,3.0,124.0
hyderabad,Bachupally Road,1175,2.0,42.3
hyderabad,Kokapet,1507,3.0,78.0
hyderabad,Tellapur,1412,3.0,80.0
hyderabad,Gandipet,2160,3.0,125.0
hyderabad,Dammaiguda,1050,2.0,35.0
hyderabad,Moula Ali,550,1.0,23.1
hyderabad,Kondapur,1220,2.0,75.54
hyderabad,Gajularamaram,1010,2.0,45.42
hyderabad,Kukatpally,1090,2.0,70.98999
hyderabad,Gajularamaram,1555,3.0,69.31
hyderabad,Kondapur,1885,3.0,113.99999
hyderabad,Kukatpally,1730,3.0,111.0
hyderabad,Bachupally Road,1155,2.0,41.58
hyderabad,Serilingampally,1650,3.0,81.5
hyderabad,Adda Gutta,5000,3.0,400.0
hyderabad,Miyapur HMT Swarnapuri Colony,600,1.0,25.0
hyderabad,Central Excise Colony Hyderabad,1600,3.0,105.0
hyderabad,Gachibowli,2800,3.0,193.0
hyderabad,Gachibowli,2405,3.0,165.0
hyderabad,Beeramguda,1400,3.0,35.0
hyderabad,LB Nagar,1330,3.0,56.0
hyderabad,Miyapur,1000,3.0,35.0
hyderabad,Basheer Bagh,3350,4.0,270.0
hyderabad,Kondapur,1630,3.0,92.91
hyderabad,Serilingampally,1650,3.0,81.5
hyderabad,Banjara Hills,3350,4.0,429.0
hyderabad,Gopal Nagar,1250,2.0,60.0
hyderabad,Uppal Kalan,1055,2.0,47.0
hyderabad,ECIL Main Road,550,1.0,22.0
hyderabad,Kushaiguda,1076,2.0,43.04
hyderabad,Kushaiguda,933,2.0,37.32
hyderabad,Kushaiguda,1026,2.0,41.04
hyderabad,Kushaiguda,982,2.0,39.28
hyderabad,Tellapur,1792,3.0,91.0
hyderabad,Hitech City,3498,4.0,290.0
hyderabad,Bachupally Road,1155,2.0,43.89
hyderabad,Bandlaguda Jagir,2771,4.0,137.0
hyderabad,Kokapet,1480,3.0,99.74
hyderabad,Ashok Nagar,2250,3.0,200.0
hyderabad,Sanath Nagar,700,2.0,30.0
hyderabad,Bachupally Road,1155,2.0,41.58
hyderabad,Bachupally Road,1155,2.0,41.58
hyderabad,Bachupally Road,1175,2.0,42.39
hyderabad,Barkatpura,1715,3.0,110.0
hyderabad,Manikonda,1100,2.0,49.5
hyderabad,Kondapur,2380,3.0,210.0
hyderabad,ECIL,1430,3.0,60.06
hyderabad,Beeramguda,1008,2.0,21.16
hyderabad,Nizampet,1225,2.0,48.0
hyderabad,Bachupally Road,1175,3.0,42.36
hyderabad,Hitech City,1580,3.0,96.38
hyderabad,Madinaguda,1170,2.0,70.0
hyderabad,Medchal,1055,2.0,41.0
hyderabad,Kukatpally,1216,2.0,84.0
hyderabad,Gachibowli,4799,4.0,407.0
hyderabad,Sanath Nagar,1780,3.0,149.0
hyderabad,Pragathi Nagar Kukatpally,1515,3.0,68.0
hyderabad,Gachibowli,4152,5.0,450.0
hyderabad,Bagh Amberpet,2100,3.0,150.0
hyderabad,Bachupally Road,1155,2.0,43.89
hyderabad,Tellapur,1597,3.0,83.0
hyderabad,BK Guda Internal Road,1200,2.0,52.0
hyderabad,Hitech City,1000,1.0,150.0
hyderabad,ECIL Main Road,1585,3.0,63.4
hyderabad,Banjara Hills,3025,4.0,370.0
hyderabad,Banjara Hills,2166,3.0,270.0
hyderabad,Gajularamaram,1620,3.0,92.0
hyderabad,Yapral,2612,3.0,104.0
hyderabad,Madinaguda,1170,2.0,70.28
hyderabad,Kokapet,1680,3.0,120.0
hyderabad,new nallakunta,1400,2.0,80.0
hyderabad,Gachibowli,1400,3.0,41.98
hyderabad,ECIL Cross Road,1585,3.0,63.4
hyderabad,Gajularamaram,1620,3.0,95.0
hyderabad,Gajularamaram,1620,3.0,95.0
hyderabad,Gajularamaram,1620,3.0,95.0
hyderabad,Gajularamaram,1620,3.0,95.0
hyderabad,BHEL,1232,2.0,46.0
hyderabad,Sun City,1470,2.0,58.0
hyderabad,Alwal,1555,3.0,62.2
hyderabad,Bachupally Road,1175,2.0,42.3
hyderabad,Hydershakote,1470,2.0,58.0
hyderabad,Kukatpally,1360,2.0,94.0
hyderabad,Nallakunta,1400,3.0,40.0
hyderabad,Nizampet,1090,2.0,43.0
hyderabad,Madinaguda,1170,2.0,59.67
hyderabad,Kukatpally,1441,2.0,89.0
hyderabad,Kokapet,1735,3.0,105.0
hyderabad,Nanakramguda,3230,3.0,220.0
hyderabad,Kokapet,1271,2.0,78.0
hyderabad,BK Guda Road,750,2.0,27.0
hyderabad,Kukatpally,1740,3.0,120.0
hyderabad,Bachupally Road,1155,2.0,41.58
hyderabad,Bachupally Road,1155,2.0,41.58
hyderabad,Bachupally Road,1175,2.0,45.0
hyderabad,Bachupally Road,1175,2.0,45.0
hyderabad,Bachupally Road,1155,2.0,43.89
hyderabad,Nallagandla Road,1220,2.0,65.0
hyderabad,Kondapur,1320,2.0,105.0
hyderabad,Kokapet,3380,4.0,210.0
hyderabad,Nanakramguda,4395,4.0,450.0
hyderabad,Nallagandla Gachibowli,1860,3.0,120.0
hyderabad,Kapra,1500,3.0,62.0
hyderabad,Madinaguda,1170,2.0,68.0
hyderabad,Madhapur,2865,4.0,400.0
hyderabad,Gachibowli,4152,5.0,450.0
hyderabad,Kokapet,1270,2.0,85.22
hyderabad,Kokapet,1735,3.0,112.0
hyderabad,Kokapet,1735,3.0,110.0
hyderabad,Kukatpally,1216,2.0,110.0
hyderabad,IDPL Colony,1755,3.0,109.0
hyderabad,Balanagar,1665,3.0,105.0
hyderabad,Pragathi Nagar,1130,2.0,46.0
hyderabad,Kukatpally,1100,2.0,57.0
hyderabad,ECIL,1160,2.0,48.72
hyderabad,Kondapur,1490,3.0,112.99999
hyderabad,Ramnagar Gundu,1300,3.0,50.0
hyderabad,Ramnagar Gundu,1280,3.0,45.0
hyderabad,Nallakunta,1000,2.0,45.0
hyderabad,Pragathi Nagar Kukatpally,1515,3.0,68.0
hyderabad,Madinaguda,1170,2.0,70.0
hyderabad,Gachibowli,4146,5.0,352.0
hyderabad,Gachibowli,4146,5.0,352.0
hyderabad,Gachibowli,4146,5.0,352.0
hyderabad,Gachibowli,4146,5.0,352.0
hyderabad,Attapur,2875,4.0,109.0
hyderabad,Padmarao Nagar,2744,4.0,225.0
hyderabad,Kondapur,2192,3.0,105.0
hyderabad,Moula Ali,550,1.0,23.1
hyderabad,Madhapur,2595,4.0,270.0
hyderabad,Shaikpet,1875,3.0,150.0
hyderabad,Narsingi,1460,3.0,75.19
hyderabad,Kokapet,1680,3.0,112.0
hyderabad,Bachupally Road,1155,2.0,43.89
hyderabad,Bachupally Road,1175,2.0,45.0
hyderabad,Serilingampally,1650,3.0,82.0
hyderabad,Suchitra,1515,3.0,63.63
hyderabad,Alkapur township,1500,5.0,65.0
hyderabad,Kondapur,1050,3.0,45.0
hyderabad,Gachibowli,1600,3.0,79.98
hyderabad,Nallagandla Gachibowli,1511,2.0,88.11
hyderabad,Banjara Hills Road Number 12,2141,3.0,230.0
hyderabad,Narsingi,1670,3.0,86.24
hyderabad,Bachupally Road,1155,2.0,41.58
hyderabad,Bachupally Road,1155,2.0,43.89
hyderabad,Bachupally Road,1175,2.0,45.0
hyderabad,Kukatpally,1931,3.0,133.0
hyderabad,Kukatpally,1782,3.0,115.0
hyderabad,Kukatpally,1441,2.0,94.0
hyderabad,Kukatpally,1441,2.0,94.0
hyderabad,Suchitra,1515,3.0,63.63
hyderabad,ECIL Main Road,1165,2.0,51.0
hyderabad,Kukatpally,1740,3.0,120.0
hyderabad,Kukatpally,1360,2.0,93.82
hyderabad,Pragathi Nagar Kukatpally,1110,2.0,45.0
hyderabad,Chandanagar,1675,3.0,110.0
hyderabad,Gopanpally,1725,3.0,110.0
hyderabad,Nagole,1255,2.0,56.47
hyderabad,Pragathi Nagar Kukatpally,1515,3.0,68.0
hyderabad,Pragathi Nagar Kukatpally,1515,3.0,68.0
hyderabad,Kondapur,1505,3.0,140.0
hyderabad,Serilingampally,1650,3.0,81.5
hyderabad,Kukatpally,1090,2.0,70.98999
hyderabad,Kukatpally,1695,3.0,109.0
hyderabad,Kondapur,1315,2.0,80.95
hyderabad,Kondapur,1885,3.0,113.99999
hyderabad,Gajularamaram,1180,2.0,52.56
hyderabad,Gajularamaram,1555,3.0,69.31
hyderabad,Gachibowli,1728,3.0,135.0
hyderabad,Panchavati Colony Manikonda,1189,2.0,60.0
hyderabad,Manikonda,1100,2.0,60.0
hyderabad,Kukatpally,1782,3.0,115.0
hyderabad,Kukatpally,1782,3.0,115.0
hyderabad,Kukatpally,1735,3.0,110.0
hyderabad,Kondapur,2192,3.0,105.0
hyderabad,Kompally,1075,2.0,40.85
hyderabad,Kompally,1265,2.0,44.27
hyderabad,Kukatpally,1782,3.0,154.0
hyderabad,Sun City,2700,3.0,450.0
hyderabad,Gachibowli,4829,4.0,245.0
hyderabad,Kukatpally,1279,2.0,88.23
hyderabad,Kukatpally,1216,2.0,83.89
hyderabad,Kukatpally,1441,2.0,99.41
hyderabad,Narsingi,1200,2.0,61.8
hyderabad,Bachupally,1150,2.0,43.4
hyderabad,Bachupally,1475,3.0,55.1
hyderabad,Kompally,1100,2.0,50.5
hyderabad,Chandanagar,1470,3.0,93.0
hyderabad,Serilingampally,1780,3.0,130.0
hyderabad,Manikonda,2460,3.0,185.0
hyderabad,Kokapet,2540,3.0,175.0
hyderabad,Nanakramguda,1130,2.0,61.02
hyderabad,Nanakramguda,1495,3.0,80.7
hyderabad,Nanakramguda,1395,2.0,75.33
hyderabad,Nanakramguda,1275,2.0,68.84999
hyderabad,Kokapet,1875,3.0,108.0
hyderabad,Kokapet,2630,4.0,170.0
hyderabad,Kokapet,2630,4.0,170.0
hyderabad,Jubilee Hills,4700,4.0,610.0
hyderabad,Jubilee Hills,4300,4.0,558.0
hyderabad,Tellapur,1700,3.0,80.0
hyderabad,Kokapet,2630,4.0,184.0
hyderabad,Bachupally,1230,2.0,45.0
hyderabad,Pragati Nagar,1000,2.0,36.0
hyderabad,Bachupally Road,1150,2.0,35.0
hyderabad,Nallakunta,1195,3.0,40.0
hyderabad,New Maruthi Nagar,1050,2.0,52.0
hyderabad,Tarnaka,1122,2.0,59.0
hyderabad,Kukatpally,1441,2.0,94.0
hyderabad,Kondapur,1710,3.0,133.0
hyderabad,Nanakramguda,1600,3.0,79.98
hyderabad,Kondapur,2020,3.0,105.0
hyderabad,Madhapur,3190,4.0,320.0
hyderabad,Bachupally Road,1175,2.0,42.36
hyderabad,Bachupally Road,1175,2.0,42.36
hyderabad,Bachupally Road,1155,2.0,41.58
hyderabad,Bachupally Road,1155,2.0,41.58
hyderabad,Bachupally Road,1155,2.0,41.58
hyderabad,Bachupally Road,1175,2.0,42.36
hyderabad,Bachupally Road,1220,2.0,41.58
hyderabad,Bachupally Road,1155,2.0,41.58
hyderabad,Bachupally Road,1155,2.0,41.58
hyderabad,Bachupally Road,1155,2.0,41.58
hyderabad,Bachupally Road,1155,2.0,43.89
hyderabad,Bachupally Road,1175,2.0,42.36
hyderabad,Bachupally Road,1155,2.0,41.58
hyderabad,Kondapur,1165,2.0,66.4
hyderabad,Bandlaguda Jagir,1775,3.0,60.0
hyderabad,Gachibowli,1662,3.0,160.0
hyderabad,Nanakramguda,1770,3.0,95.58
hyderabad,Hitech City,3493,4.0,290.0
hyderabad,Kukatpally,1050,2.0,55.0
hyderabad,Suchitra,1515,3.0,63.63
hyderabad,Kondapur,2815,3.0,135.0
hyderabad,Kondapur,2191,3.0,105.0
hyderabad,Kondapur,2813,3.0,135.0
hyderabad,Kokapet,1535,3.0,95.17
hyderabad,Kokapet,1535,3.0,95.17
hyderabad,Kokapet,1535,3.0,89.03
hyderabad,Kokapet,2630,4.0,162.99999
hyderabad,Kokapet,2630,4.0,162.99999
hyderabad,Kokapet,2630,4.0,162.99999
hyderabad,Kokapet,2630,4.0,162.99999
hyderabad,Kokapet,2630,4.0,152.0
hyderabad,Kokapet,2630,4.0,152.0
hyderabad,Kokapet,2630,4.0,152.0
hyderabad,Kokapet,2630,4.0,152.0
hyderabad,Kokapet,2630,4.0,152.0
hyderabad,Kokapet,2630,4.0,152.0
hyderabad,Kokapet,2630,4.0,152.0
hyderabad,Kokapet,2630,4.0,152.0
hyderabad,Gachibowli,4146,5.0,352.0
hyderabad,Gachibowli,4146,5.0,352.0
hyderabad,Gachibowli,4146,5.0,352.0
hyderabad,Gachibowli,4146,5.0,352.0
hyderabad,Jubilee Hills,4800,4.0,623.0
hyderabad,Kondapur,2607,3.0,125.0
hyderabad,Kokapet,1535,3.0,120.0
hyderabad,Nanakramguda,1730,3.0,145.0
hyderabad,Madhapur,3490,4.0,340.0
hyderabad,Manikonda,1834,3.0,150.0
hyderabad,Miyapur Bachupally Road,2025,4.0,72.0
hyderabad,Pragathi Nagar Road,1000,2.0,37.0
hyderabad,Hitech City,1580,3.0,98.0
hyderabad,Gachibowli,2615,3.0,130.0
hyderabad,Kondapur,2191,3.0,158.0
hyderabad,nizampet road,1190,2.0,46.0
hyderabad,Kukatpally,4400,4.0,300.0
hyderabad,Nallagandla Gachibowli,1270,2.0,74.38
hyderabad,Kompally,1100,2.0,48.0
hyderabad,LB Nagar,8500,6.0,290.0
hyderabad,Nallakunta,900,2.0,38.0
hyderabad,Gachibowli,3448,4.0,270.0
hyderabad,Hitech City,1865,3.0,121.0
hyderabad,Alwal,1589,3.0,79.5
hyderabad,Somajiguda,2025,3.0,105.0
hyderabad,Kondapur,2191,3.0,105.0
hyderabad,Nanakramguda,2270,3.0,145.0
hyderabad,Kondapur,1615,3.0,140.0
hyderabad,Nanakramguda,1745,3.0,112.0
hyderabad,Nanakramguda,960,2.0,75.0
hyderabad,Bachupally,1190,2.0,46.41
hyderabad,Nanakramguda,2615,3.0,166.0
hyderabad,Kondapur,2815,3.0,135.0
hyderabad,Kondapur,2800,3.0,134.0
hyderabad,Kondapur,2600,3.0,124.0
hyderabad,Kondapur,2452,3.0,117.0
hyderabad,Kondapur,2815,3.0,135.0
hyderabad,Madinaguda,1604,3.0,55.0
hyderabad,HMT Hills,1050,2.0,55.0
hyderabad,Gajularamaram,1620,3.0,80.0
hyderabad,Kokapet,2540,3.0,160.0
hyderabad,Hitech City,2160,3.0,150.0
hyderabad,Tilak Nagar,1050,2.0,54.0
hyderabad,Hitech City,1150,2.0,39.0
