iter	RMSE
151	0.3578949148
152	0.3576891915
153	0.357373189
154	0.357094509
155	0.3568534352
156	0.3564999304
157	0.3562507119
158	0.3559901108
159	0.3558307314
160	0.3557265805
161	0.3555143063
162	0.355335066
163	0.3551207469
164	0.3548746596
165	0.3546283161
166	0.3543638181
167	0.3541970795
168	0.3540831764
169	0.3538380662
170	0.3535888715
171	0.353243386
172	0.3529952823
173	0.3527920486
174	0.352587513
175	0.3524031315
176	0.3522405892
177	0.3519764362
178	0.3517994312
179	0.3516210105
180	0.3514244031
181	0.3512860367
182	0.3510662766
183	0.3509051976
184	0.3506611001
185	0.350436312
186	0.3502674236
187	0.3500467825
188	0.3499048918
189	0.3497560077
190	0.3496637304
191	0.3495017339
192	0.3493899831
193	0.3493149477
194	0.3491341239
195	0.3489654013
196	0.3487713846
197	0.3486500957
198	0.348425427
199	0.3482836957
200	0.3480954369
201	0.3479738622
202	0.347793614
203	0.34764231
204	0.3475382312
205	0.3473993664
206	0.3472462017
207	0.3470497553
208	0.3468838768
209	0.3467619112
210	0.346698867
211	0.3465362049
212	0.346383709
213	0.3462657185
214	0.3461701275
215	0.3459859943
216	0.3459181536
217	0.3217	0.339218	0.34218	0.3395163461
219	0.3393936277
220	0.3392330287
221	0.339071986
222	0.3389788619
223	0.3388864744
224	0.3387700899
225	0.3386226171
226	0.3385578797
227	0.3384599515
228	0.3382826291
229	0.3381447835
230	0.3379537642
231	0.3378232	0.3232	0.3376233	0.3435895168
234	0.3435276579
235	0.343464563
236	0.34334979
237	0.3432819938
238	0.343115477
239	0.3429279642
240	0.3428208275
241	0.3427071249
242	0.3425891149
243	0.3424804582
244	0.3423562686
245	0.3422035249
246	0.3421452355
247	0.3419871026
248	0.3418943344
249	0.341792031
250	0.341718114
251	0.3416882524
252	0.3415733746
253	0.3414661913
254	0.34129267
255	0.3411789921
256	0.341067882
257	0.3408831037
258	0.340768258	0259	0.340703259	0.3345090197
260	0.3343262159
261	0.3342170419
262	0.3341470917
263	0.3340282623
264	0.3338993021
265	0266	0.339912266	0267	0.339794267	0.3335203423
268	0.3334499991
269	0.3333271569
270	0.3332238111
271	0.3331413414
272	0.3329866879
273	0.3329288513
274	0.3328441237
275	0.3327258126
276	0.3326802985
277	0.3326173005
278	0.3325128917
279	0.3323415973
280	0.3322406237
281	0.3321524139
282	0.3320917605
283	0.3319821986
284	0.3319116742
285	0.3318235663
286	0.3317233134
287	0.3316486521
288	0.3315894595
289	0.3315508546
290	0.3314700824
291	0.3313906698
292	0.3312297931
293	0.331140254
294	0.3310158916
295	0.3309004049
296	0.3308488559
297	0.3307800797
298	0.3306467198
299	0.330526188
300	0.3304256797
301	0.3303365559
302	0.3301879621
303	0.3301524109
304	0.330091062
305	0.3300236613
306	0.3299375872
307	0.3298409201
308	0.3296473084
309	0.3295707364
310	0.329499718
311	0.3294440379
312	0.3293820109
313	0.3293019386
314	0.3291951101
315	0.3290519374
316	0.3289019814
317	0.3288573888
318	0.328785092
319	0.3287290123
320	0.3286428796
321	0.3284940379
322	0.3283698508
323	0.3282860515
324	0.3282332137
325	0.3281693951
326	0.3281035778
327	0.3280014914
328	0.3279282657
329	0.3278826893
330	0.327760391
331	0.3276653687
332	0.3275696519
333	0.3274777644
334	0.3274381534
335	0.3274036634
336	0.3273326727
337	0.3272662561
338	0.3271832844
339	0.3271617245
340	0.3271022873
341	0.3270640721
342	0.3269819723
343	0.3269443626
344	0.3269109116
345	0.3268698866
346	0.3268251337
347	0.3267765747
348	0.3266756655
349	0.3266688545
350	0.3265951115
351	0.3264997561
352	0.3264275066
353	0.3263024325
354	0.3262477748
355	0.3261594443
356	0.3260387908
357	0.3259770624
358	0.3259474365
359	0.3257847373
360	0.3257054116
361	0.3256518456
362	0.3255845535
363	0.3255741824
364	0.3254377136
365	0.3253618652
366	0.3253196406
367	0.3252621562
368	0.3252060971
369	0.3251227354
370	0.3249728164
371	0.3249449012
372	0.3248764139
373	0.3247693117
374	0.3246984881
375	0.3246202247
376	0.324567498
377	0.3244541198
378	0.3243913603
379	0.324333769
380	0.3242798825
381	0.3242050233
382	0.3241176178
383	0.3240889784
384	0.3240342142
385	0.3239722533
386	0.323912015
387	0.3238413684
388	0.3237769857
389	0.3237408533
390	0.3236642639
391	0.3236181467
392	0.3235531285
393	0.3234624945
394	0.3233351396
395	0.3232888838
396	0.323233715
397	0.3231774579
398	0.3230979795
399	0.323040738
400	0.3229724342
401	0.322921735
402	0.3228437009
403	0.3227333518
404	0.3226781536
405	0.3225979157
406	0.3225496667
407	0.3224766349
408	0.3224157308
409	0.3223186443
410	0.3222894105
411	0.3221993233
412	0.3221411622
413	0.322073082
414	0.3220163681
415	0.3219517645
416	0.3219106073
417	0.3218662662
418	0.321792612
419	0.321748415
420	0.3216960851
421	0.3216356097
422	0.3215984388
423	0.3215325397
424	0.3215092497
425	0.3214542263
426	0.3214076681
427	0.3213541273
428	0.3212906543
429	0.3212179952
430	0.3211258876
431	0.3210542912
432	0.3209898463
433	0.3209494033
434	0.3208843962
435	0.3208450361
436	0.3207306337
437	0.3206379604
438	0.3205807686
439	0.3205186667
440	0.3204247708
441	0.3203706323
442	0.3203111387
443	0.3201330082
444	0.3200824029
445	0.3200467038
446	0.3199967814
447	0.3199367058
448	0.319885354
449	0.3198448253
450	0.3197821299
451	0.319732616
452	0.453	0.32598453	0.454	0.32590454	0.3195827715
455	0.456	0.32580456	0457	0.325737457	0.319486186
458	0.3194060304
459	0.3193513716
460	0.3193171362
461	0.3192798186
462	0.3192293394
463	0.3191799545
464	0.3191181591
465	0.3190559636
466	0.3189874847
467	0.318916314
468	0.3188843697
469	0.3188210806
470	0.3187543954
471	0.3186823166
472	0.473	0.3247473	0.3474	0.3247474	0.3475	0.3246331902
476	0.3245792697
477	0.3245115338
478	0.3244478	0.3479	0.324479	0.31480	0.324480	0.3481	0.3242481	0.3482	0.3242286518
483	0.3241675403
484	0.3241093575
485	0.3240395432
486	0.3239984099
487	0.3239247004
488	0.3238502227
489	0.323782342
490	0.3237090169
491	0.3236474689
492	0.3235939255
493	0.323548494
494	0.3235020707
495	0.3234470603
496	0.3234040429
497	0.3233615208
498	0.3233207071
499	0.323285814
500	0.3232162327
501	0.3231854623
502	0.3231239845
503	0.323071243
504	0.3229968193
505	0.322957302
506	0.3229068765
507	0.3228670649
508	0.32281036
509	0.3227460687
510	0.3226735615
511	0.3226122074
512	0.3225584999
513	0.3224845468
514	0.3224188929
515	0.3223760275
516	0.3222690114
517	0.3222354606
518	0.3221809057
519	0.3221448523
520	0.3220708899
521	0.3220332055
522	0.3219925978
523	0.3219183511
524	0.3218523177
525	0.321783101
526	0.3217361333
527	0.3216732451
528	0.3216123272
529	0.3215839377
530	0.3214934078
531	0.3214589502
532	0.3214063802
533	0.3213408125
534	0.3213035798
535	0.3212489294
536	0.3212170039
537	0.3211521934
538	0.3210594506
539	0.3210080179
540	0.3209554001
541	0.3209039554
542	0.3208689735
543	0.3208083963
544	0.3207374458
545	0.3206647676
546	0.3206255999
547	0.3205776332
548	0.3205052799
549	0.3204541038
550	0.3203563077
551	0.3202878472
552	0.3202312999
553	0.3201585344
554	0.3201040623
555	0.3200560491
556	0.3199855752
557	0.3199241343
558	0.3198623223
559	0.3198139648
560	0.3197271404
561	0.3196667823
562	0.3195841612
563	0.3195004657
564	0.3194358348
565	0.3193968541
566	0.3192968125
567	0.3192163678
568	0.3191430346
569	0.3190645408
570	0.3190142434
571	0.3189622677
572	0.3188825219
573	0.3188450476
574	0.3187849382
575	0.3187367857
576	0.3186895234
577	0.3186563684
578	0.3186295185
579	0.3185913462
580	0.31855759
581	0.3185226783
582	0.3184665927
583	0.318390505
584	0.3183541292
585	0.3183066056
586	0.3182556618
587	0.3182145836
588	0.31814974
589	0.3180652936
590	0.3180074625
591	0.3179682183
592	0.3178976349
593	0.3178337211
594	0.3177957539
595	0.3177388251
596	0.3176898035
597	0.3176570016
598	0.3176123758
599	0.3175343036
600	0.3174864999
601	0.3174356508
602	0.3173810159
603	0.3173374651
604	0.3173057099
605	0.3172523804
606	0.3172072005
607	0.3171617965
608	0.317118681
609	0.3170600807
610	0.31698874
611	0.3169362361
612	0.3168995161
613	0.316827442
614	0.3167836937
615	0.3167274867
616	0.316664227
617	0.3166281972
618	0.3165857302
619	0.3165316848
620	0.3164917318
621	0.3164396257
622	0.3163886024
623	0.3163089251
624	0.3162780905
625	0.3162090157
626	0.316154146
627	0.3161181968
628	0.3160591014
629	0.3160255536
630	0.3159579072
631	0.3158919206
632	0.3158550474
633	0.3157941272
634	0.3157612558
635	0.3156952412
636	0.3156383119
637	0.3155640394
638	0.3155273545
639	0.3154809395
640	0.3154285594
641	0.3153719228
642	0.3152993498
643	0.3152641398
644	0.3152285508
645	0.3151829601
646	0.3151261235
647	0.3150832884
648	0.3150380683
649	0.3150056694
650	0.3149502837
651	0.3149066161
652	0.3148432895
653	0.3148006744
654	0.3147347351
655	0.3146814465
656	0.3145922942
657	0.3145356593
658	0.3144928743
659	0.3144471797
660	0.3144180546
661	0.314373574
662	0.3143265665
663	0.3142968912
664	0.3142440633
665	0.3141912874
666	0.3141338455
667	0.3140808071
668	0.3140510516
669	0.3139888415
670	0.3139321956
671	0.3138858209
672	0.3138175701
673	0.3137576015
674	0.3137030779
675	0.313679848
676	0.3136345786
677	0.3136030419
678	0.3135680178
679	0.3135299494
680	0.3134896533
681	0.3134485162
682	0.313409722
683	0.3133767983
684	0.3133293601
685	0.3132926132
686	0.3132524847
687	0.3132239068
688	0.3132039908
689	0.313161528
690	0.3131153097
691	0.3130605903
692	0.3130218864
693	0.3129943618
694	0.3129524551
695	0.3129077833
696	0.3128172936
697	0.3127851032
698	0.3127555875
699	0.3127139768
700	0.3126799014
701	0.3126291099
702	0.3125795117
703	0.312513403
704	0.312483927
705	0.3124357432
706	0.3123957878
707	0.3123522216
708	0.3123100252
709	0.3122498467
710	0.312204413
711	0.3121849597
712	0.312128716
713	0.3120988091
714	0.3120694528
715	0.3120267604
716	0.3119650546
717	0.3118786501
718	0.3118339676
719	0.3118043514
720	0.3117743634
721	0.3117236078
722	0.3116926603
723	0.3116620537
724	0.3115789567
725	0.3115198235
726	0.3114862545
727	0.3114510072
728	0.3114228241
729	0.311368641
730	0.3113162411
731	0.3112748218
732	0.3112271686
733	0.3111632107
734	0.3111209226
735	0.3110867199
736	0.3110566867
737	0.3110249154
738	0.3110019659
739	0.3109559555
740	0.3109320028
741	0.3108880631
742	0.3108480592
743	0.3108206253
744	0.3107945049
745	0.3107559461
746	0.310716345
747	0.3106941936
748	0.3106657756
749	0.3106383997
750	0.3105871658
751	0.3105472803
752	0.310508996
753	0.3104790921
754	0.3104337005
755	0.3103889238
756	0.3103727017
757	0.3103381929
758	0.3103040341
759	0.3102585676
760	0.3102331402
761	0.3101555781
762	0.3101189809
763	0.3100877504
764	0.3100571108
765	0.3100220565
766	0.3099657878
767	0.3099374705
768	0.3098913099
769	0.3098470665
770	0.3098118738
771	0.3097752516
772	0.3097459585
773	0.3097035477
774	0.309671421
775	0.3096406969
776	0.3096021819
777	0.3095756202
778	0.309526629
779	0.3094823778
780	0.3094383949
781	0.3094042443
782	0.3093726797
783	0.3092995952
784	0.3092620961
785	0.3092289897
786	0.3091986032
787	0.3091457345
788	0.3091131804
789	0.3090855277
790	0.3090330014
791	0.3089930122
792	0.3089515629
793	0.3088771073
794	0.3088154488
795	0.3087857425
796	0.3087422569
797	0.3086972976
798	0.308662486
799	0.3086199367
800	0.3085904642
801	0.3085542231
802	0.3085054151
803	0.3084682355
804	0.3084238492
805	0.3083640857
806	0.3083270954
807	0.3082977708
808	0.3082631656
809	0.308191012
810	0.3081575767
811	0.3081274288
812	0.3080752669
813	0.3080502878
814	0.30801447
815	0.3079588913
816	0.3079205937
817	0.307887723
818	0.3078480307
819	0.3078144458
820	0.3077366828
821	0.3077065698
822	0.3076657732
823	0.3076227962
824	0.3075775127
825	0.3075211994
826	0.3074869484
827	0.3074587912
828	0.3074221008
829	0.3073877064
830	0.3073631311
831	0.3073278108
832	0.307282438
833	0.3072466469
834	0.3072241383
835	0.3071959144
836	0.3071602923
837	0.3071307283
838	0.3070932531
839	0.3070562564
840	0.3070148893
841	0.3069764793
842	0.3069383833
843	0.3069048229
844	0.3068538244
845	0.3068271164
846	0.3067921217
847	0.3067594435
848	0.3067222687
849	0.3066821195
850	0.3066483621
851	0.3065951578
852	0.3065729213
853	0.3065392653
854	0.3065034704
855	0.3064655472
856	0.3064287811
857	0.3064006956
858	0.3063584476
859	0.3063247273
860	0.3062776702
861	0.3061989738
862	0.306162767
863	0.3061264372
864	0.306098843
865	0.3060786848
866	0.3060123407
867	0.305985276
868	0.3059384267
869	0.3058842676
870	0.3058420924
871	0.305818114
872	0.3057706036
873	0.305735891
874	0.3057007593
875	0.3056637947
876	0.305637451
877	0.3055745611
878	0.3055373809
879	0.3055042131
880	0.3054668558
881	0.3054441467
882	0.3054105715
883	0.3053857094
884	0.3053508533
885	0.3053140296
886	0.3052859685
887	0.3052506671
888	0.3052172633
889	0.3051848238
890	0.3051539705
891	0.3051316423
892	0.3051017753
893	0.3050495774
894	0.3049781462
895	0.3049518004
896	0.3049156148
897	0.3048840175
898	0.3048517399
899	0.3048178339
900	0.3047817137
901	0.3047512707
902	0.3047210984
903	0.3046955351
904	0.3046275648
905	0.3046009256
906	0.3045344045
907	0.3044900771
908	0.3044575907
909	0.3044220336
910	0.3043841832
911	0.3043532962
912	0.3043329024
913	0.3042984195
914	0.3042655823
915	0.3042366355
916	0.3042124094
917	0.30416297
918	0.3041305541
919	0.3040966993
920	0.304044584
921	0.3039990337
922	0.3039652161
923	0.303934274
924	0.3038911956
925	0.3038439748
926	0.3037694336
927	0.3037425441
928	0.303703369
929	0.3036718405
930	0.3036004872
931	0.3035688984
932	0.303507212
933	0.303473254
934	0.3034363496
935	0.3033922365
936	0.3033592451
937	0.3033353291
938	0.3033098474
939	0.3032899666
940	0.3032714136
941	0.3032441806
942	0.3032101319
943	0.3031374305
944	0.3030616375
945	0.3030293125
946	0.3029942923
947	0.3029437548
948	0.3029050458
949	0.3028561424
950	0.302841705
951	0.3027712815
952	0.3027422087
953	0.3026943817
954	0.3026639158
955	0.3026283754
956	0.302599306
957	0.3025703957
958	0.3025406339
959	0.3025109465
960	0.3024415771
961	0.3023951418
962	0.3023749742
963	0.3023413679
964	0.3023058646
965	0.3022706873
966	0.3022507733
967	0.3022262191
968	0.3022013068
969	0.3021281481
970	0.3021086287
971	0.3020538526
972	0.3020264409
973	0.3020036662
974	0.3019750486
975	0.3019478052
976	0.3018944792
977	0.3018575643
978	0.3018337779
979	0.3018131225
980	0.3017930366
981	0.3017654579
982	0.3017246306
983	0.3016940388
984	0.3016708882
985	0.3016171441
986	0.3015652771
987	0.3015173894
988	0.3014881065
989	0.3014571823
990	0.301436028
991	0.3013702122
992	0.3013500568
993	0.3013158404
994	0.3012593037
995	0.3012282067
996	0.3012004717
997	0.3011693452
998	0.3011222697
999	0.3010924901
1000	0.3010274658
1001	0.3010072319
1002	0.3009808005
1003	0.3009220696
1004	0.3008819261
1005	0.3008509241
1006	0.3008318211
1007	0.3007962142
1008	0.3007570629
1009	0.3007256087
1010	0.3006966058
1011	0.3006538116
1012	0.3006275501
1013	0.3006050842
1014	0.3005707039
1015	0.3005506181
1016	0.3005168916
1017	0.3004821509
1018	0.300451884
1019	0.3004101571
1020	0.3003752617
1021	0.3003326995
1022	0.3003199146
1023	0.3003004687
1024	0.30026728
1025	0.3002324447
1026	0.3002028691
1027	0.3001694867
1028	0.3001401994
1029	0.3001143139
1030	0.3000734805
1031	0.3000405163
1032	0.3000100928
1033	0.2999779608
1034	0.2999466068
1035	0.2999155967
1036	0.2998972702
1037	0.2998751935
1038	0.2998416871
1039	0.2998111936
1040	0.2997923311
1041	0.2997598632
1042	0.2997205521
1043	0.299682062
1044	0.2996616095
1045	0.299627654
1046	0.2996094535
1047	0.2995795444
1048	0.2995421936
1049	0.2995154561
1050	0.2994950427
1051	0.2994648109
1052	0.2994114088
1053	0.2993737657
1054	0.2993548918
1055	0.2993276233
1056	0.299286087
1057	0.2992568964
1058	0.2992386877
1059	0.2992086344
1060	0.2991686336
1061	0.2991339307
1062	0.2991049779
1063	0.2990765543
1064	0.2990546627
1065	0.2990236612
1066	0.2990076611
1067	0.2989759236
1068	0.2989520044
1069	0.2989218984
1070	0.2988856694
1071	0.2988548726
1072	0.2988159379
1073	0.2987853248
1074	0.2987658467
1075	0.2987221785
1076	0.2986806753
1077	0.2986212495
1078	0.2985788187
1079	0.2985547334
1080	0.2985245059
1081	0.2985046131
1082	0.2984691024
1083	0.2984297563
1084	0.2983923946
1085	0.2983579419
1086	0.2983298949
1087	0.2982894521
1088	0.298267729
1089	0.2982500366
1090	0.298224869
1091	0.2981901915
1092	0.2981621996
1093	0.2981254403
1094	0.2980915636
1095	0.2980742634
1096	0.2980457385
1097	0.2979921801
1098	0.2979364824
1099	0.2979086435
1100	0.2978891562
1101	0.2978535436
1102	0.2978059712
1103	0.2977734357
1104	0.2977371891
1105	0.2977102655
1106	0.2976800181
1107	0.2976573011
1108	0.2976077973
1109	0.2975816228
1110	0.2975613455
1111	0.2975150202
1112	0.2974897475
1113	0.2974629704
1114	0.2974370123
1115	0.2974253586
1116	0.2973737341
1117	0.2973550353
1118	0.2973397751
1119	0.2973230641
1120	0.2972910411
1121	0.2972677258
1122	0.2972489761
1123	0.2972187309
1124	0.2971876228
1125	0.2971490995
1126	0.29712039
1127	0.2970566623
1128	0.2970345741
1129	0.2970170455
1130	0.2969926467
1131	0.296954793
1132	0.2969165115
1133	0.2968689797
1134	0.2968508219
1135	0.2968395354
1136	0.2968062311
1137	0.2967804893
1138	0.2967412161
1139	0.2967107768
1140	0.2966903644
1141	0.2966708599
1142	0.2966424649
1143	0.2966174207
1144	0.2965949507
1145	0.2965649629
111146	0.2927106031147	0.2964934156
1148	0.2964629065
1149	0.2964365819
1150	0.296384025
1151	0.2963349044
1152	0.2962949602
1153	0.2962552645
1154	0.2962285986
1155	0.2962002811
1156	0.2961784002
1157	0.2961384776
1158	0.2961130587
1159	0.2960823783
1160	0.2960646144
1161	0.2960171522
1162	0.2959733739
1163	0.2959512878
1164	0.2959289983
1165	0.2958983946
1166	0.2958623501
1167	0.2958430984
1168	0.2957980244
1169	0.2957602487
1170	0.2957180292
1171	0.2956869565
1172	0.2956694096
1173	0.2956291355
1174	0.2919792586
1175	0.2919594753
1176	0.291949745
1177	0.2919273086
1178	0.2918832331
1179	0.2918678896
1180	0.2918469944
1181	0.2918213645
1182	0.2918018171
1183	0.2917632255
1184	0.2917380467
1185	0.2917035875
1186	0.2916765053
1187	0.2916607119
1188	0.2916309726
1189	0.2916113079
1190	0.29159718
1191	0.291566054
1192	0.2915131382
1193	0.29150309
1194	0.2914899675
1195	0.2914668243
1196	0.2914119055
1197	0.2913797196
1198	0.2913439437
1199	0.2913275593
1200	0.2913158333
1201	0.2913007616
1202	0.291270896
1203	0.2912565647
1204	0.2912239637
1205	0.2911911912
1206	0.2911809737
1207	0.2911604509
1208	0.2911383919
1209	0.29112333
1210	0.2911042089
1211	0.291065721
1212	0.2910423146
1213	0.291013344
1214	0.2909819535
1215	0.2909708102
1216	0.2909400209
1217	0.2909162173
1218	0.2909001029
1219	0.2908665659
1220	0.2908367454
1221	0.2908195192
1222	0.2908040248
1223	0.2907892143
1224	0.2907674406
1225	0.2907435669
1226	0.2907152759
1227	0.2906866635
1228	0.2906600941
1229	0.2906376642
1230	0.2905972138
1231	0.2905618166
1232	0.29052588
1233	0.2904881114
1234	0.2904685679
1235	0.2904458559
1236	0.2904256693
1237	0.290411252
1238	0.2903743592
1239	0.2903377184
1240	0.2903199601
1241	0.2903061908
1242	0.2902686082
1243	0.2902453542
1244	0.2902265754
1245	0.2902121662
1246	0.2901843944
1247	0.290172081
1248	0.2901505391
1249	0.2901178269
1250	0.2900814763
1251	0.2900460968
1252	0.2900232717
1253	0.2899791246
1254	0.2899656828
1255	0.289946724
1256	0.2899151465
1257	0.2898931634
1258	0.2898601736
1259	0.2898301963
1260	0.2898026959
1261	0.2897780656
1262	0.2897316266
1263	0.2897211664
1264	0.2897006978
1265	0.2896765085
1266	0.2896512605
1267	0.289616887
1268	0.2895853665
1269	0.2895684478
1270	0.2895262573
1271	0.2895074951
1272	0.289487224
1273	0.2894609023
1274	0.2894040559
1275	0.2893931299
1276	0.2893752745
1277	0.2893472901
1278	0.2893056095
1279	0.2892855856
1280	0.2892750959
1281	0.2892442156
1282	0.2892194869
1283	0.2891934435
1284	0.2891569482
1285	0.2891391667
1286	0.2891161062
1287	0.2891040735
1288	0.2890953852
1289	0.2890641504
1290	0.2890460305
1291	0.2890250635
1292	0.2890028258
1293	0.2889700213
1294	0.2889435361
1295	0.2889300976
1296	0.2889130929
1297	0.2888762663
1298	0.2888491821
1299	0.2888297269
1300	0.2887895287
1301	0.2887764602
1302	0.2887519525
1303	0.2887313935
1304	0.2886936078
1305	0.2886739803
1306	0.2886615428
1307	0.2886275655
1308	0.2886072766
1309	0.288567918
1310	0.2885407375
1311	0.2885149297
1312	0.2884832853
1313	0.2884440994
1314	0.2884240924
1315	0.2884116022
1316	0.2883939682
1317	0.2883436778
1318	0.288327683
1319	0.2883121738
1320	0.2882991976
1321	0.2882810931
1322	0.2882665988
1323	0.2882485076
1324	0.2882355695
1325	0.2882273136
1326	0.2882017247
1327	0.2881790675
1328	0.2881587429
1329	0.2881238753
1330	0.2881112032
1331	0.2880858585
1332	0.2880707002
1333	0.2880425357
1334	0.2880153528
1335	0.2879820556
1336	0.2879470519
1337	0.2879258243
1338	0.2878962065
1339	0.2878755565
1340	0.2878584838
1341	0.2878431506
1342	0.2878332982
1343	0.2878099279
1344	0.2877910336
1345	0.2877753693
1346	0.2877645044
1347	0.2877480693
1348	0.2877121291
1349	0.2876682538
1350	0.2876415284
1351	0.2876106551
1352	0.2875697895
1353	0.2875451185
1354	0.2875063505
1355	0.2874837281
1356	0.2874751732
1357	0.2874349252
1358	0.2874170954
1359	0.287409127
1360	0.2873826382
1361	0.2873705332
1362	0.2873403953
1363	0.2873145009
1364	0.2872963143
1365	0.2872791988
1366	0.2872510649
1367	0.2872232433
1368	0.2871238661
1369	0.287102226
1370	0.2870797199
1371	0.2870301326
1372	0.286997837
1373	0.2869548109
1374	0.2869208059
1375	0.2869007946
1376	0.286883576
1377	0.2868530294
1378	0.2868150063
1379	0.2867776765
1380	0.2867549504
1381	0.2867165066
1382	0.2866867805
1383	0.286664958
1384	0.2866429147
1385	0.2866308779
1386	0.2866183685
1387	0.2865924758
1388	0.2865558975
1389	0.2865427006
1390	0.2865092199
1391	0.2864904948
1392	0.2864556079
1393	0.2864342947
1394	0.286407784
1395	0.2863821298
1396	0.2863703611
1397	0.2863468314
1398	0.2863130205
1399	0.2862853273
1400	0.2862544999
1401	0.2862415732
1402	0.2862135779
1403	0.2861911076
1404	0.2861822894
1405	0.2861744058
1406	0.2861568081
1407	0.2861168408
1408	0.2860730784
1409	0.286037418
1410	0.2860291758
1411	0.2860216826
1412	0.2860122631
1413	0.285985276
1414	0.2859596896
1415	0.2859408499
1416	0.2859308436
1417	0.2859094075
1418	0.285853494
1419	0.2858200162
1420	0.2857881808
1421	0.2857704156
1422	0.2857486458
1423	0.2857219172
1424	0.2857012588
1425	0.285679953
1426	0.2856558675
1427	0.2856305519
1428	0.2856060837
1429	0.2855866896
1430	0.2855751512
1431	0.2855348761
1432	0.2855114296
1433	0.2854894637
1434	0.2854667695
1435	0.2854418493
1436	0.2853963354
1437	0.2853803561
1438	0.2853693393
1439	0.285354853
1440	0.2853301802
1441	0.2853154794
1442	0.2852836076
1443	0.2852692695
1444	0.2852579051
1445	0.2852298509
1446	0.2852041867
1447	0.2851586302
1448	0.285136929
1449	0.2851007267
1450	0.2850932055
1451	0.2850328662
1452	0.2850110629
1453	0.2849821039
1454	0.2849592564
1455	0.2849287319
1456	0.2848696304
1457	0.2848439084
1458	0.2848033186
1459	0.2847805468
1460	0.284772126
1461	0.2847274899
1462	0.2847030207
1463	0.2846684007
1464	0.2846562633
1465	0.284605387
1466	0.284594063
1467	0.2845702431
1468	0.2845527215
1469	0.2845301063
1470	0.2845036795
1471	0.284478637
1472	0.2844501701
1473	0.284438926
1474	0.2844157638
1475	0.2843772111
1476	0.284344439
1477	0.2843114584
1478	0.2842844604
1479	0.2842646917
1480	0.2842534825
1481	0.2842284439
1482	0.2842053791
1483	0.2841900366
1484	0.2841685338
1485	0.2841478279
1486	0.2841109238
1487	0.284091426
1488	0.2840445565
1489	0.2840327376
1490	0.2840118186
1491	0.2839934604
1492	0.2839805937
1493	0.2839550653
1494	0.2839353764
1495	0.2839025031
1496	0.2838645346
1497	0.2838090726
1498	0.2837922385
1499	0.2837720481
1500	0.2837569876
1501	0.2837195144
1502	0.2837007681
1503	0.2836592627
1504	0.2836437591
1505	0.2836216839
1506	0.2836005232
1507	0.2835743601
1508	0.2835478106
1509	0.2835306496
